frame.time_epoch,frame.len
20.153971000,1502
20.156374000,1502
20.158777000,1502
20.161180000,1502
20.163584000,1502
20.165987000,1502
20.168390000,1502
20.170793000,1502
20.173196000,1502
20.254247000,1502
20.256650000,1502
20.259172000,1502
20.261575000,1502
20.263978000,1502
20.266381000,1502
20.268784000,1502
20.271188000,1502
20.273591000,1502
20.275994000,1502
20.278397000,1502
20.280800000,1502
20.283204000,1502
20.285607000,1502
20.288010000,1502
20.290413000,1502
20.292816000,1502
20.295220000,1502
20.297623000,1502
20.300026000,1502
20.357000000,1502
20.359403000,1502
20.361931000,1502
20.364334000,1502
20.366737000,1502
20.369140000,1502
20.371544000,1502
20.373947000,1502
20.376350000,1502
20.378753000,1502
20.381156000,1502
20.383560000,1502
20.385963000,1502
20.388366000,1502
20.390769000,1502
20.393172000,1502
20.395576000,1502
20.397979000,1502
20.400382000,1502
20.402785000,1502
20.405188000,1502
20.407592000,1502
20.409995000,1502
20.412398000,1502
20.414801000,1502
20.417204000,1502
20.419608000,1502
20.422011000,1502
20.424414000,1502
20.426817000,1502
20.429220000,1502
20.431624000,1502
20.434027000,1502
20.436430000,1502
20.438833000,1502
20.441236000,1502
20.443640000,1502
20.446043000,1502
20.448446000,1502
20.450849000,1502
20.459752000,1502
20.462155000,1502
20.464559000,1502
20.466962000,1502
20.469365000,1502
20.471768000,1502
20.474171000,1502
20.476575000,1502
20.478978000,1502
20.481381000,1502
20.483784000,1502
20.486187000,1502
20.488591000,1502
20.490994000,1502
20.493397000,1502
20.495800000,1502
20.498203000,1502
20.500607000,1502
20.503010000,1502
20.505413000,1502
20.507816000,1502
20.510219000,1502
20.512623000,1502
20.515026000,1502
20.517429000,1502
20.519832000,1502
20.522235000,1502
20.524639000,1502
20.527042000,1502
20.529445000,1502
20.531848000,1502
20.534251000,1502
20.536655000,1502
20.539058000,1502
20.541461000,1502
20.543864000,1502
20.546267000,1502
20.548671000,1502
20.551074000,1502
20.553477000,1502
20.555880000,1502
20.558283000,1502
20.560687000,1502
20.563090000,1502
20.565493000,1502
20.567896000,1502
20.570299000,1502
20.572703000,1502
20.575106000,1502
20.577509000,1502
20.579912000,1502
20.582315000,1502
20.584719000,1502
20.587122000,1502
20.589525000,1502
20.591928000,1502
20.594331000,1502
20.596735000,1502
20.599138000,1502
20.601541000,1502
20.603944000,1502
20.606347000,1502
20.608751000,1502
20.611154000,1502
20.613557000,1502
20.615960000,1502
20.618363000,1502
20.620767000,1502
20.623170000,1502
20.625573000,1502
20.627976000,1502
20.630379000,1502
20.632783000,1502
20.635186000,1502
20.637589000,1502
20.639992000,1502
20.642395000,1502
20.644799000,1502
20.647202000,1502
20.649605000,1502
20.652008000,1502
20.654411000,1502
20.656815000,1502
20.659218000,1502
20.661621000,1502
20.664024000,1502
20.666427000,1502
20.668831000,1502
20.671234000,1502
20.673637000,1502
20.676040000,1502
20.678443000,1502
20.680847000,1502
20.683250000,1502
20.685653000,1502
20.688056000,1502
20.690459000,1502
20.692863000,1502
20.695266000,1502
20.697669000,1502
20.700072000,1502
20.702475000,1502
20.704879000,1502
20.707282000,1502
20.709685000,1502
20.712088000,1502
20.714491000,1502
20.716895000,1502
20.719298000,1502
20.721701000,1502
20.724104000,1502
20.726507000,1502
20.728911000,1502
20.731314000,1502
20.733717000,1502
20.736120000,1502
20.738523000,1502
20.740927000,1502
20.743330000,1502
20.745733000,1502
20.748136000,1502
